model,k,param,train,cv
SVM,10,"C=10,linear",0.846,0.711
SVM,10,"C=10,rbf",0.949,0.768
DT,10,"d=3,leaf=1",0.949,0.693
DT,10,"d=3,leaf=3",0.872,0.75
DT,10,"d=3,leaf=9",0.821,0.671
DT,10,"d=5,leaf=1",1.0,0.718
DT,10,"d=5,leaf=3",0.897,0.771
DT,10,"d=5,leaf=9",0.821,0.7
DT,10,"d=None,leaf=1",1.0,0.668
DT,10,"d=None,leaf=3",0.897,0.746
DT,10,"d=None,leaf=9",0.821,0.557
RF,10,"n=10,d=3,leaf=1",0.974,0.696
RF,10,"n=10,d=3,leaf=3",0.872,0.693
RF,10,"n=10,d=3,leaf=9",0.795,0.775
RF,10,"n=10,d=5,leaf=1",0.974,0.796
RF,10,"n=10,d=5,leaf=3",0.897,0.671
RF,10,"n=10,d=5,leaf=9",0.769,0.721
RF,10,"n=10,d=None,leaf=1",1.0,0.743
RF,10,"n=10,d=None,leaf=3",0.846,0.75
RF,10,"n=10,d=None,leaf=9",0.769,0.775
RF,10,"n=50,d=3,leaf=1",0.923,0.746
RF,10,"n=50,d=3,leaf=3",0.897,0.721
RF,10,"n=50,d=3,leaf=9",0.821,0.7
RF,10,"n=50,d=5,leaf=1",1.0,0.846
RF,10,"n=50,d=5,leaf=3",0.897,0.746
RF,10,"n=50,d=5,leaf=9",0.821,0.75
RF,10,"n=50,d=None,leaf=1",0.974,0.743
RF,10,"n=50,d=None,leaf=3",0.949,0.746
RF,10,"n=50,d=None,leaf=9",0.846,0.7
RF,10,"n=100,d=3,leaf=1",0.949,0.746
RF,10,"n=100,d=3,leaf=3",0.897,0.746
RF,10,"n=100,d=3,leaf=9",0.795,0.775
RF,10,"n=100,d=5,leaf=1",1.0,0.793
RF,10,"n=100,d=5,leaf=3",0.923,0.721
RF,10,"n=100,d=5,leaf=9",0.795,0.775
RF,10,"n=100,d=None,leaf=1",1.0,0.796
RF,10,"n=100,d=None,leaf=3",0.923,0.746
RF,10,"n=100,d=None,leaf=9",0.821,0.75
XGB,10,"n=10,d=3,lr=0.05",0.667,0.643
XGB,10,"n=10,d=3,lr=0.1",0.897,0.75
XGB,10,"n=10,d=6,lr=0.05",0.667,0.643
XGB,10,"n=10,d=6,lr=0.1",0.923,0.721
XGB,10,"n=50,d=3,lr=0.05",0.923,0.689
XGB,10,"n=50,d=3,lr=0.1",0.974,0.743
XGB,10,"n=50,d=6,lr=0.05",0.949,0.689
XGB,10,"n=50,d=6,lr=0.1",0.949,0.714
XGB,10,"n=100,d=3,lr=0.05",0.974,0.743
XGB,10,"n=100,d=3,lr=0.1",0.974,0.768
XGB,10,"n=100,d=6,lr=0.05",0.974,0.714
XGB,10,"n=100,d=6,lr=0.1",0.974,0.768
CatBoost,10,"n=10,d=3,lr=0.05",0.846,0.746
CatBoost,10,"n=10,d=3,lr=0.1",0.872,0.775
CatBoost,10,"n=10,d=6,lr=0.05",0.923,0.718
CatBoost,10,"n=10,d=6,lr=0.1",0.923,0.718
CatBoost,10,"n=50,d=3,lr=0.05",0.897,0.746
CatBoost,10,"n=50,d=3,lr=0.1",0.923,0.771
CatBoost,10,"n=50,d=6,lr=0.05",0.897,0.821
CatBoost,10,"n=50,d=6,lr=0.1",0.974,0.846
CatBoost,10,"n=100,d=3,lr=0.05",0.923,0.721
CatBoost,10,"n=100,d=3,lr=0.1",0.949,0.768
CatBoost,10,"n=100,d=6,lr=0.05",1.0,0.796
CatBoost,10,"n=100,d=6,lr=0.1",1.0,0.768
LogReg,11,C=0.1,0.795,0.721
LogReg,11,C=1,0.872,0.793
LogReg,11,C=10,0.872,0.686
MLP,11,"h=(11,),relu",1.0,0.739
MLP,11,"h=(11,),tanh",1.0,0.786
MLP,11,"h=(11, 5),relu",1.0,0.764
MLP,11,"h=(11, 5),tanh",1.0,0.789
SVM,11,"C=1,linear",0.846,0.689
SVM,11,"C=1,rbf",0.846,0.746
SVM,11,"C=10,linear",0.846,0.711
SVM,11,"C=10,rbf",0.949,0.768
DT,11,"d=3,leaf=1",0.949,0.721
DT,11,"d=3,leaf=3",0.872,0.775
DT,11,"d=3,leaf=9",0.821,0.557
DT,11,"d=5,leaf=1",1.0,0.643
DT,11,"d=5,leaf=3",0.897,0.8
DT,11,"d=5,leaf=9",0.821,0.671
DT,11,"d=None,leaf=1",1.0,0.693
DT,11,"d=None,leaf=3",0.897,0.75
DT,11,"d=None,leaf=9",0.821,0.7
RF,11,"n=10,d=3,leaf=1",0.949,0.818
RF,11,"n=10,d=3,leaf=3",0.872,0.671
RF,11,"n=10,d=3,leaf=9",0.821,0.718
RF,11,"n=10,d=5,leaf=1",0.974,0.693
RF,11,"n=10,d=5,leaf=3",0.897,0.746
RF,11,"n=10,d=5,leaf=9",0.846,0.696
RF,11,"n=10,d=None,leaf=1",0.923,0.639
RF,11,"n=10,d=None,leaf=3",0.897,0.721
RF,11,"n=10,d=None,leaf=9",0.744,0.693
RF,11,"n=50,d=3,leaf=1",0.949,0.746
RF,11,"n=50,d=3,leaf=3",0.897,0.721
RF,11,"n=50,d=3,leaf=9",0.821,0.693
RF,11,"n=50,d=5,leaf=1",1.0,0.768
RF,11,"n=50,d=5,leaf=3",0.923,0.746
RF,11,"n=50,d=5,leaf=9",0.769,0.671
RF,11,"n=50,d=None,leaf=1",1.0,0.721
RF,11,"n=50,d=None,leaf=3",0.923,0.746
RF,11,"n=50,d=None,leaf=9",0.769,0.721
RF,11,"n=100,d=3,leaf=1",0.949,0.746
RF,11,"n=100,d=3,leaf=3",0.923,0.721
RF,11,"n=100,d=3,leaf=9",0.821,0.721
RF,11,"n=100,d=5,leaf=1",1.0,0.721
RF,11,"n=100,d=5,leaf=3",0.923,0.746
RF,11,"n=100,d=5,leaf=9",0.795,0.771
RF,11,"n=100,d=None,leaf=1",1.0,0.771
RF,11,"n=100,d=None,leaf=3",0.923,0.721
RF,11,"n=100,d=None,leaf=9",0.795,0.771
XGB,11,"n=10,d=3,lr=0.05",0.667,0.643
XGB,11,"n=10,d=3,lr=0.1",0.897,0.75
XGB,11,"n=10,d=6,lr=0.05",0.667,0.643
XGB,11,"n=10,d=6,lr=0.1",0.923,0.721
XGB,11,"n=50,d=3,lr=0.05",0.923,0.714
XGB,11,"n=50,d=3,lr=0.1",0.974,0.743
XGB,11,"n=50,d=6,lr=0.05",0.949,0.714
XGB,11,"n=50,d=6,lr=0.1",0.974,0.714
XGB,11,"n=100,d=3,lr=0.05",0.974,0.743
XGB,11,"n=100,d=3,lr=0.1",0.974,0.768
XGB,11,"n=100,d=6,lr=0.05",0.974,0.714
XGB,11,"n=100,d=6,lr=0.1",0.974,0.768
CatBoost,11,"n=10,d=3,lr=0.05",0.872,0.8
CatBoost,11,"n=10,d=3,lr=0.1",0.897,0.771
CatBoost,11,"n=10,d=6,lr=0.05",0.897,0.721
CatBoost,11,"n=10,d=6,lr=0.1",0.897,0.721
CatBoost,11,"n=50,d=3,lr=0.05",0.897,0.721
CatBoost,11,"n=50,d=3,lr=0.1",0.923,0.771
CatBoost,11,"n=50,d=6,lr=0.05",0.897,0.746
CatBoost,11,"n=50,d=6,lr=0.1",1.0,0.746
CatBoost,11,"n=100,d=3,lr=0.05",0.923,0.746
CatBoost,11,"n=100,d=3,lr=0.1",0.949,0.743
CatBoost,11,"n=100,d=6,lr=0.05",1.0,0.821
CatBoost,11,"n=100,d=6,lr=0.1",1.0,0.771
LogReg,12,C=0.1,0.795,0.721
LogReg,12,C=1,0.897,0.768
LogReg,12,C=10,0.846,0.714
MLP,12,"h=(12,),relu",1.0,0.818
MLP,12,"h=(12,),tanh",1.0,0.739
MLP,12,"h=(12, 6),relu",0.974,0.793
MLP,12,"h=(12, 6),tanh",1.0,0.771
SVM,12,"C=1,linear",0.821,0.689
SVM,12,"C=1,rbf",0.872,0.746
SVM,12,"C=10,linear",0.897,0.686
SVM,12,"C=10,rbf",0.949,0.743
DT,12,"d=3,leaf=1",0.949,0.668
DT,12,"d=3,leaf=3",0.872,0.725
DT,12,"d=3,leaf=9",0.821,0.671
DT,12,"d=5,leaf=1",1.0,0.671
DT,12,"d=5,leaf=3",0.897,0.721
DT,12,"d=5,leaf=9",0.821,0.671
DT,12,"d=None,leaf=1",1.0,0.664
DT,12,"d=None,leaf=3",0.897,0.75
DT,12,"d=None,leaf=9",0.821,0.671
RF,12,"n=10,d=3,leaf=1",0.949,0.771
RF,12,"n=10,d=3,leaf=3",0.897,0.696
RF,12,"n=10,d=3,leaf=9",0.795,0.746
RF,12,"n=10,d=5,leaf=1",0.974,0.768
RF,12,"n=10,d=5,leaf=3",0.897,0.771
RF,12,"n=10,d=5,leaf=9",0.769,0.775
RF,12,"n=10,d=None,leaf=1",0.949,0.696
RF,12,"n=10,d=None,leaf=3",0.923,0.746
RF,12,"n=10,d=None,leaf=9",0.846,0.696
RF,12,"n=50,d=3,leaf=1",0.949,0.746
RF,12,"n=50,d=3,leaf=3",0.897,0.746
RF,12,"n=50,d=3,leaf=9",0.744,0.775
RF,12,"n=50,d=5,leaf=1",1.0,0.771
RF,12,"n=50,d=5,leaf=3",0.923,0.746
RF,12,"n=50,d=5,leaf=9",0.769,0.671
RF,12,"n=50,d=None,leaf=1",1.0,0.768
RF,12,"n=50,d=None,leaf=3",0.897,0.746
RF,12,"n=50,d=None,leaf=9",0.795,0.7
RF,12,"n=100,d=3,leaf=1",0.949,0.746
RF,12,"n=100,d=3,leaf=3",0.897,0.721
RF,12,"n=100,d=3,leaf=9",0.744,0.746
RF,12,"n=100,d=5,leaf=1",1.0,0.771
RF,12,"n=100,d=5,leaf=3",0.923,0.746
RF,12,"n=100,d=5,leaf=9",0.769,0.8
RF,12,"n=100,d=None,leaf=1",1.0,0.821
RF,12,"n=100,d=None,leaf=3",0.923,0.721
RF,12,"n=100,d=None,leaf=9",0.821,0.746
XGB,12,"n=10,d=3,lr=0.05",0.667,0.643
XGB,12,"n=10,d=3,lr=0.1",0.923,0.725
XGB,12,"n=10,d=6,lr=0.05",0.667,0.643
XGB,12,"n=10,d=6,lr=0.1",0.923,0.696
XGB,12,"n=50,d=3,lr=0.05",0.923,0.714
XGB,12,"n=50,d=3,lr=0.1",0.949,0.739
XGB,12,"n=50,d=6,lr=0.05",0.949,0.714
XGB,12,"n=50,d=6,lr=0.1",0.949,0.768
XGB,12,"n=100,d=3,lr=0.05",0.974,0.739
XGB,12,"n=100,d=3,lr=0.1",0.974,0.768
XGB,12,"n=100,d=6,lr=0.05",0.949,0.739
XGB,12,"n=100,d=6,lr=0.1",0.974,0.768
CatBoost,12,"n=10,d=3,lr=0.05",0.795,0.775
CatBoost,12,"n=10,d=3,lr=0.1",0.846,0.775
CatBoost,12,"n=10,d=6,lr=0.05",0.872,0.771
CatBoost,12,"n=10,d=6,lr=0.1",0.872,0.746
CatBoost,12,"n=50,d=3,lr=0.05",0.872,0.746
CatBoost,12,"n=50,d=3,lr=0.1",0.923,0.771
CatBoost,12,"n=50,d=6,lr=0.05",0.897,0.796
CatBoost,12,"n=50,d=6,lr=0.1",0.974,0.793
CatBoost,12,"n=100,d=3,lr=0.05",0.923,0.746
CatBoost,12,"n=100,d=3,lr=0.1",0.949,0.768
CatBoost,12,"n=100,d=6,lr=0.05",0.974,0.821
CatBoost,12,"n=100,d=6,lr=0.1",1.0,0.796
LogReg,13,C=0.1,0.795,0.721
LogReg,13,C=1,0.897,0.768
LogReg,13,C=10,0.949,0.714
MLP,13,"h=(13,),relu",1.0,0.814
MLP,13,"h=(13,),tanh",1.0,0.743
MLP,13,"h=(13, 6),relu",1.0,0.768
MLP,13,"h=(13, 6),tanh",1.0,0.796
SVM,13,"C=1,linear",0.821,0.689
SVM,13,"C=1,rbf",0.872,0.746
SVM,13,"C=10,linear",0.949,0.686
SVM,13,"C=10,rbf",0.949,0.743
DT,13,"d=3,leaf=1",0.949,0.668
DT,13,"d=3,leaf=3",0.872,0.775
DT,13,"d=3,leaf=9",0.821,0.671
DT,13,"d=5,leaf=1",1.0,0.668
DT,13,"d=5,leaf=3",0.897,0.771
DT,13,"d=5,leaf=9",0.821,0.671
DT,13,"d=None,leaf=1",1.0,0.693
DT,13,"d=None,leaf=3",0.897,0.8
DT,13,"d=None,leaf=9",0.821,0.671
RF,13,"n=10,d=3,leaf=1",0.923,0.696
RF,13,"n=10,d=3,leaf=3",0.846,0.75
RF,13,"n=10,d=3,leaf=9",0.769,0.775
RF,13,"n=10,d=5,leaf=1",0.949,0.771
RF,13,"n=10,d=5,leaf=3",0.846,0.721
RF,13,"n=10,d=5,leaf=9",0.795,0.721
RF,13,"n=10,d=None,leaf=1",0.974,0.875
RF,13,"n=10,d=None,leaf=3",0.846,0.746
RF,13,"n=10,d=None,leaf=9",0.821,0.646
RF,13,"n=50,d=3,leaf=1",0.923,0.746
RF,13,"n=50,d=3,leaf=3",0.897,0.746
RF,13,"n=50,d=3,leaf=9",0.744,0.771
RF,13,"n=50,d=5,leaf=1",1.0,0.746
RF,13,"n=50,d=5,leaf=3",0.923,0.721
RF,13,"n=50,d=5,leaf=9",0.769,0.746
RF,13,"n=50,d=None,leaf=1",1.0,0.746
RF,13,"n=50,d=None,leaf=3",0.923,0.721
RF,13,"n=50,d=None,leaf=9",0.795,0.746
RF,13,"n=100,d=3,leaf=1",0.949,0.721
RF,13,"n=100,d=3,leaf=3",0.897,0.721
RF,13,"n=100,d=3,leaf=9",0.795,0.746
RF,13,"n=100,d=5,leaf=1",1.0,0.821
RF,13,"n=100,d=5,leaf=3",0.897,0.721
RF,13,"n=100,d=5,leaf=9",0.744,0.825
RF,13,"n=100,d=None,leaf=1",1.0,0.771
RF,13,"n=100,d=None,leaf=3",0.923,0.721
RF,13,"n=100,d=None,leaf=9",0.769,0.775
XGB,13,"n=10,d=3,lr=0.05",0.667,0.643
XGB,13,"n=10,d=3,lr=0.1",0.923,0.725
XGB,13,"n=10,d=6,lr=0.05",0.667,0.643
XGB,13,"n=10,d=6,lr=0.1",0.923,0.696
XGB,13,"n=50,d=3,lr=0.05",0.923,0.714
XGB,13,"n=50,d=3,lr=0.1",0.974,0.739
XGB,13,"n=50,d=6,lr=0.05",0.949,0.714
XGB,13,"n=50,d=6,lr=0.1",0.949,0.739
XGB,13,"n=100,d=3,lr=0.05",0.974,0.739
XGB,13,"n=100,d=3,lr=0.1",0.974,0.768
XGB,13,"n=100,d=6,lr=0.05",0.974,0.739
XGB,13,"n=100,d=6,lr=0.1",0.974,0.739
CatBoost,13,"n=10,d=3,lr=0.05",0.897,0.696
CatBoost,13,"n=10,d=3,lr=0.1",0.846,0.696
CatBoost,13,"n=10,d=6,lr=0.05",0.923,0.725
CatBoost,13,"n=10,d=6,lr=0.1",0.923,0.725
CatBoost,13,"n=50,d=3,lr=0.05",0.897,0.771
CatBoost,13,"n=50,d=3,lr=0.1",0.923,0.746
CatBoost,13,"n=50,d=6,lr=0.05",0.897,0.771
CatBoost,13,"n=50,d=6,lr=0.1",1.0,0.821
CatBoost,13,"n=100,d=3,lr=0.05",0.923,0.771
CatBoost,13,"n=100,d=3,lr=0.1",0.949,0.768
CatBoost,13,"n=100,d=6,lr=0.05",1.0,0.796
CatBoost,13,"n=100,d=6,lr=0.1",1.0,0.771
LogReg,14,C=0.1,0.795,0.746
LogReg,14,C=1,0.897,0.793
LogReg,14,C=10,0.897,0.739
MLP,14,"h=(14,),relu",1.0,0.768
MLP,14,"h=(14,),tanh",1.0,0.768
MLP,14,"h=(14, 7),relu",0.974,0.764
MLP,14,"h=(14, 7),tanh",1.0,0.739
SVM,14,"C=1,linear",0.872,0.689
SVM,14,"C=1,rbf",0.872,0.771
SVM,14,"C=10,linear",0.923,0.711
SVM,14,"C=10,rbf",0.974,0.771
DT,14,"d=3,leaf=1",0.949,0.746
DT,14,"d=3,leaf=3",0.897,0.775
DT,14,"d=3,leaf=9",0.821,0.671
DT,14,"d=5,leaf=1",1.0,0.668
DT,14,"d=5,leaf=3",0.897,0.75
DT,14,"d=5,leaf=9",0.821,0.671
DT,14,"d=None,leaf=1",1.0,0.693
DT,14,"d=None,leaf=3",0.897,0.75
DT,14,"d=None,leaf=9",0.821,0.671
RF,14,"n=10,d=3,leaf=1",0.974,0.668
RF,14,"n=10,d=3,leaf=3",0.872,0.696
RF,14,"n=10,d=3,leaf=9",0.744,0.8
RF,14,"n=10,d=5,leaf=1",0.974,0.696
RF,14,"n=10,d=5,leaf=3",0.872,0.746
RF,14,"n=10,d=5,leaf=9",0.744,0.75
RF,14,"n=10,d=None,leaf=1",0.949,0.639
RF,14,"n=10,d=None,leaf=3",0.897,0.746
RF,14,"n=10,d=None,leaf=9",0.795,0.721
RF,14,"n=50,d=3,leaf=1",0.949,0.725
RF,14,"n=50,d=3,leaf=3",0.923,0.721
RF,14,"n=50,d=3,leaf=9",0.795,0.746
RF,14,"n=50,d=5,leaf=1",0.974,0.643
RF,14,"n=50,d=5,leaf=3",0.923,0.696
RF,14,"n=50,d=5,leaf=9",0.795,0.8
RF,14,"n=50,d=None,leaf=1",1.0,0.746
RF,14,"n=50,d=None,leaf=3",0.923,0.75
RF,14,"n=50,d=None,leaf=9",0.795,0.775
RF,14,"n=100,d=3,leaf=1",0.949,0.771
RF,14,"n=100,d=3,leaf=3",0.897,0.721
RF,14,"n=100,d=3,leaf=9",0.795,0.746
RF,14,"n=100,d=5,leaf=1",1.0,0.696
RF,14,"n=100,d=5,leaf=3",0.897,0.721
RF,14,"n=100,d=5,leaf=9",0.769,0.75
RF,14,"n=100,d=None,leaf=1",1.0,0.746
RF,14,"n=100,d=None,leaf=3",0.923,0.746
RF,14,"n=100,d=None,leaf=9",0.795,0.771
XGB,14,"n=10,d=3,lr=0.05",0.795,0.7
XGB,14,"n=10,d=3,lr=0.1",0.897,0.75
XGB,14,"n=10,d=6,lr=0.05",0.795,0.7
XGB,14,"n=10,d=6,lr=0.1",0.897,0.75
XGB,14,"n=50,d=3,lr=0.05",0.923,0.768
XGB,14,"n=50,d=3,lr=0.1",0.949,0.768
XGB,14,"n=50,d=6,lr=0.05",0.923,0.768
XGB,14,"n=50,d=6,lr=0.1",0.923,0.768
XGB,14,"n=100,d=3,lr=0.05",0.949,0.768
XGB,14,"n=100,d=3,lr=0.1",0.974,0.743
XGB,14,"n=100,d=6,lr=0.05",0.949,0.768
XGB,14,"n=100,d=6,lr=0.1",0.974,0.743
CatBoost,14,"n=10,d=3,lr=0.05",0.897,0.746
CatBoost,14,"n=10,d=3,lr=0.1",0.872,0.746
CatBoost,14,"n=10,d=6,lr=0.05",0.897,0.775
CatBoost,14,"n=10,d=6,lr=0.1",0.897,0.825
CatBoost,14,"n=50,d=3,lr=0.05",0.897,0.746
CatBoost,14,"n=50,d=3,lr=0.1",0.923,0.771
CatBoost,14,"n=50,d=6,lr=0.05",0.897,0.721
CatBoost,14,"n=50,d=6,lr=0.1",0.974,0.771
CatBoost,14,"n=100,d=3,lr=0.05",0.923,0.771
CatBoost,14,"n=100,d=3,lr=0.1",0.949,0.743
CatBoost,14,"n=100,d=6,lr=0.05",0.974,0.821
CatBoost,14,"n=100,d=6,lr=0.1",1.0,0.796
LogReg,15,C=0.1,0.795,0.775
LogReg,15,C=1,0.897,0.793
LogReg,15,C=10,0.897,0.739
MLP,15,"h=(15,),relu",1.0,0.714
MLP,15,"h=(15,),tanh",1.0,0.818
MLP,15,"h=(15, 7),relu",1.0,0.768
MLP,15,"h=(15, 7),tanh",1.0,0.743
SVM,15,"C=1,linear",0.872,0.689
SVM,15,"C=1,rbf",0.872,0.771
SVM,15,"C=10,linear",0.923,0.711
SVM,15,"C=10,rbf",0.974,0.796
DT,15,"d=3,leaf=1",0.974,0.643
DT,15,"d=3,leaf=3",0.923,0.725
DT,15,"d=3,leaf=9",0.821,0.671
DT,15,"d=5,leaf=1",1.0,0.668
DT,15,"d=5,leaf=3",0.923,0.775
DT,15,"d=5,leaf=9",0.821,0.671
DT,15,"d=None,leaf=1",1.0,0.718
DT,15,"d=None,leaf=3",0.923,0.775
DT,15,"d=None,leaf=9",0.821,0.671
RF,15,"n=10,d=3,leaf=1",0.897,0.718
RF,15,"n=10,d=3,leaf=3",0.821,0.775
RF,15,"n=10,d=3,leaf=9",0.795,0.75
RF,15,"n=10,d=5,leaf=1",0.949,0.7
RF,15,"n=10,d=5,leaf=3",0.821,0.721
RF,15,"n=10,d=5,leaf=9",0.744,0.725
RF,15,"n=10,d=None,leaf=1",0.974,0.643
RF,15,"n=10,d=None,leaf=3",0.872,0.746
RF,15,"n=10,d=None,leaf=9",0.821,0.775
RF,15,"n=50,d=3,leaf=1",0.949,0.693
RF,15,"n=50,d=3,leaf=3",0.949,0.696
RF,15,"n=50,d=3,leaf=9",0.744,0.721
RF,15,"n=50,d=5,leaf=1",1.0,0.721
RF,15,"n=50,d=5,leaf=3",0.923,0.721
RF,15,"n=50,d=5,leaf=9",0.795,0.725
RF,15,"n=50,d=None,leaf=1",1.0,0.746
RF,15,"n=50,d=None,leaf=3",0.923,0.771
RF,15,"n=50,d=None,leaf=9",0.795,0.721
RF,15,"n=100,d=3,leaf=1",0.897,0.696
RF,15,"n=100,d=3,leaf=3",0.923,0.746
RF,15,"n=100,d=3,leaf=9",0.821,0.721
RF,15,"n=100,d=5,leaf=1",1.0,0.721
RF,15,"n=100,d=5,leaf=3",0.923,0.721
RF,15,"n=100,d=5,leaf=9",0.795,0.746
RF,15,"n=100,d=None,leaf=1",1.0,0.746
RF,15,"n=100,d=None,leaf=3",0.923,0.721
RF,15,"n=100,d=None,leaf=9",0.846,0.721
XGB,15,"n=10,d=3,lr=0.05",0.795,0.7
XGB,15,"n=10,d=3,lr=0.1",0.923,0.7
XGB,15,"n=10,d=6,lr=0.05",0.795,0.7
XGB,15,"n=10,d=6,lr=0.1",0.923,0.7
XGB,15,"n=50,d=3,lr=0.05",0.923,0.825
XGB,15,"n=50,d=3,lr=0.1",0.923,0.768
XGB,15,"n=50,d=6,lr=0.05",0.923,0.825
XGB,15,"n=50,d=6,lr=0.1",0.923,0.768
XGB,15,"n=100,d=3,lr=0.05",0.923,0.768
XGB,15,"n=100,d=3,lr=0.1",0.974,0.768
XGB,15,"n=100,d=6,lr=0.05",0.923,0.768
XGB,15,"n=100,d=6,lr=0.1",0.974,0.768
CatBoost,15,"n=10,d=3,lr=0.05",0.769,0.746
CatBoost,15,"n=10,d=3,lr=0.1",0.769,0.746
CatBoost,15,"n=10,d=6,lr=0.05",0.897,0.693
CatBoost,15,"n=10,d=6,lr=0.1",0.897,0.693
CatBoost,15,"n=50,d=3,lr=0.05",0.872,0.746
CatBoost,15,"n=50,d=3,lr=0.1",0.923,0.771
CatBoost,15,"n=50,d=6,lr=0.05",0.897,0.746
CatBoost,15,"n=50,d=6,lr=0.1",0.974,0.743
CatBoost,15,"n=100,d=3,lr=0.05",0.923,0.746
CatBoost,15,"n=100,d=3,lr=0.1",0.949,0.718
CatBoost,15,"n=100,d=6,lr=0.05",0.974,0.821
CatBoost,15,"n=100,d=6,lr=0.1",1.0,0.771
LogReg,16,C=0.1,0.795,0.775
LogReg,16,C=1,0.897,0.821
LogReg,16,C=10,0.897,0.739
MLP,16,"h=(16,),relu",1.0,0.789
