model,k,param,train,cv
LogReg,22,C=0.1,0.795,0.75
LogReg,22,C=1,0.897,0.793
LogReg,22,C=10,0.974,0.736
MLP,22,"h=(22,),relu",1.0,0.793
MLP,22,"h=(22,),tanh",1.0,0.764
MLP,22,"h=(22, 11),relu",1.0,0.796
MLP,22,"h=(22, 11),tanh",1.0,0.739
SVM,22,"C=1,linear",0.897,0.739
SVM,22,"C=1,rbf",0.872,0.746
SVM,22,"C=10,linear",0.974,0.739
SVM,22,"C=10,rbf",1.0,0.739
DT,22,"d=3,leaf=1",0.974,0.693
DT,22,"d=3,leaf=3",0.897,0.696
DT,22,"d=3,leaf=9",0.846,0.596
DT,22,"d=5,leaf=1",1.0,0.743
DT,22,"d=5,leaf=3",0.897,0.7
DT,22,"d=5,leaf=9",0.846,0.596
DT,22,"d=None,leaf=1",1.0,0.718
DT,22,"d=None,leaf=3",0.897,0.75
DT,22,"d=None,leaf=9",0.846,0.646
RF,22,"n=10,d=3,leaf=1",0.974,0.693
RF,22,"n=10,d=3,leaf=3",0.872,0.725
RF,22,"n=10,d=3,leaf=9",0.744,0.671
RF,22,"n=10,d=5,leaf=1",0.974,0.614
RF,22,"n=10,d=5,leaf=3",0.897,0.646
RF,22,"n=10,d=5,leaf=9",0.769,0.671
RF,22,"n=10,d=None,leaf=1",0.974,0.618
RF,22,"n=10,d=None,leaf=3",0.872,0.696
RF,22,"n=10,d=None,leaf=9",0.795,0.696
RF,22,"n=50,d=3,leaf=1",0.974,0.725
RF,22,"n=50,d=3,leaf=3",0.872,0.671
RF,22,"n=50,d=3,leaf=9",0.821,0.696
RF,22,"n=50,d=5,leaf=1",1.0,0.696
RF,22,"n=50,d=5,leaf=3",0.923,0.646
RF,22,"n=50,d=5,leaf=9",0.872,0.721
RF,22,"n=50,d=None,leaf=1",1.0,0.668
RF,22,"n=50,d=None,leaf=3",0.897,0.721
RF,22,"n=50,d=None,leaf=9",0.795,0.725
RF,22,"n=100,d=3,leaf=1",0.949,0.696
RF,22,"n=100,d=3,leaf=3",0.923,0.696
RF,22,"n=100,d=3,leaf=9",0.769,0.771
RF,22,"n=100,d=5,leaf=1",1.0,0.721
RF,22,"n=100,d=5,leaf=3",0.897,0.721
RF,22,"n=100,d=5,leaf=9",0.795,0.721
RF,22,"n=100,d=None,leaf=1",1.0,0.643
RF,22,"n=100,d=None,leaf=3",0.923,0.721
RF,22,"n=100,d=None,leaf=9",0.821,0.721
XGB,22,"n=10,d=3,lr=0.05",0.667,0.7
XGB,22,"n=10,d=3,lr=0.1",0.923,0.775
XGB,22,"n=10,d=6,lr=0.05",0.667,0.7
XGB,22,"n=10,d=6,lr=0.1",0.923,0.775
XGB,22,"n=50,d=3,lr=0.05",0.923,0.825
XGB,22,"n=50,d=3,lr=0.1",0.923,0.771
XGB,22,"n=50,d=6,lr=0.05",0.923,0.825
XGB,22,"n=50,d=6,lr=0.1",0.923,0.771
XGB,22,"n=100,d=3,lr=0.05",0.923,0.8
XGB,22,"n=100,d=3,lr=0.1",0.974,0.796
XGB,22,"n=100,d=6,lr=0.05",0.923,0.8
XGB,22,"n=100,d=6,lr=0.1",0.974,0.796
CatBoost,22,"n=10,d=3,lr=0.05",0.897,0.725
CatBoost,22,"n=10,d=3,lr=0.1",0.897,0.721
CatBoost,22,"n=10,d=6,lr=0.05",0.949,0.821
CatBoost,22,"n=10,d=6,lr=0.1",0.949,0.825
CatBoost,22,"n=50,d=3,lr=0.05",0.949,0.721
CatBoost,22,"n=50,d=3,lr=0.1",1.0,0.721
CatBoost,22,"n=50,d=6,lr=0.05",1.0,0.768
CatBoost,22,"n=50,d=6,lr=0.1",1.0,0.743
CatBoost,22,"n=100,d=3,lr=0.05",1.0,0.718
CatBoost,22,"n=100,d=3,lr=0.1",1.0,0.768
CatBoost,22,"n=100,d=6,lr=0.05",1.0,0.793
CatBoost,22,"n=100,d=6,lr=0.1",1.0,0.796
LogReg,23,C=0.1,0.795,0.75
LogReg,23,C=1,0.897,0.743
LogReg,23,C=10,0.974,0.736
MLP,23,"h=(23,),relu",1.0,0.771
MLP,23,"h=(23,),tanh",1.0,0.764
MLP,23,"h=(23, 11),relu",1.0,0.739
MLP,23,"h=(23, 11),tanh",1.0,0.739
SVM,23,"C=1,linear",0.897,0.714
SVM,23,"C=1,rbf",0.872,0.746
SVM,23,"C=10,linear",0.974,0.711
SVM,23,"C=10,rbf",0.974,0.793
DT,23,"d=3,leaf=1",0.974,0.714
DT,23,"d=3,leaf=3",0.897,0.696
DT,23,"d=3,leaf=9",0.846,0.646
DT,23,"d=5,leaf=1",1.0,0.718
DT,23,"d=5,leaf=3",0.897,0.725
DT,23,"d=5,leaf=9",0.846,0.646
DT,23,"d=None,leaf=1",1.0,0.8
DT,23,"d=None,leaf=3",0.897,0.746
DT,23,"d=None,leaf=9",0.846,0.646
RF,23,"n=10,d=3,leaf=1",0.897,0.696
RF,23,"n=10,d=3,leaf=3",0.897,0.725
RF,23,"n=10,d=3,leaf=9",0.821,0.696
RF,23,"n=10,d=5,leaf=1",1.0,0.721
RF,23,"n=10,d=5,leaf=3",0.923,0.725
RF,23,"n=10,d=5,leaf=9",0.795,0.693
RF,23,"n=10,d=None,leaf=1",0.974,0.671
RF,23,"n=10,d=None,leaf=3",0.897,0.668
RF,23,"n=10,d=None,leaf=9",0.667,0.696
RF,23,"n=50,d=3,leaf=1",0.974,0.693
RF,23,"n=50,d=3,leaf=3",0.923,0.721
RF,23,"n=50,d=3,leaf=9",0.795,0.721
RF,23,"n=50,d=5,leaf=1",0.974,0.721
RF,23,"n=50,d=5,leaf=3",0.897,0.696
RF,23,"n=50,d=5,leaf=9",0.795,0.671
RF,23,"n=50,d=None,leaf=1",1.0,0.725
RF,23,"n=50,d=None,leaf=3",0.923,0.721
RF,23,"n=50,d=None,leaf=9",0.744,0.771
RF,23,"n=100,d=3,leaf=1",0.974,0.721
RF,23,"n=100,d=3,leaf=3",0.923,0.721
RF,23,"n=100,d=3,leaf=9",0.795,0.721
RF,23,"n=100,d=5,leaf=1",1.0,0.671
RF,23,"n=100,d=5,leaf=3",0.923,0.696
RF,23,"n=100,d=5,leaf=9",0.795,0.696
RF,23,"n=100,d=None,leaf=1",1.0,0.721
RF,23,"n=100,d=None,leaf=3",0.923,0.696
RF,23,"n=100,d=None,leaf=9",0.795,0.696
XGB,23,"n=10,d=3,lr=0.05",0.718,0.7
XGB,23,"n=10,d=3,lr=0.1",0.949,0.825
XGB,23,"n=10,d=6,lr=0.05",0.718,0.7
XGB,23,"n=10,d=6,lr=0.1",0.949,0.825
XGB,23,"n=50,d=3,lr=0.05",0.923,0.825
XGB,23,"n=50,d=3,lr=0.1",0.923,0.746
XGB,23,"n=50,d=6,lr=0.05",0.923,0.825
XGB,23,"n=50,d=6,lr=0.1",0.923,0.746
XGB,23,"n=100,d=3,lr=0.05",0.923,0.8
XGB,23,"n=100,d=3,lr=0.1",0.974,0.721
XGB,23,"n=100,d=6,lr=0.05",0.923,0.8
XGB,23,"n=100,d=6,lr=0.1",0.974,0.721
CatBoost,23,"n=10,d=3,lr=0.05",0.923,0.746
CatBoost,23,"n=10,d=3,lr=0.1",0.974,0.721
CatBoost,23,"n=10,d=6,lr=0.05",0.974,0.639
CatBoost,23,"n=10,d=6,lr=0.1",0.974,0.668
CatBoost,23,"n=50,d=3,lr=0.05",0.949,0.75
CatBoost,23,"n=50,d=3,lr=0.1",1.0,0.796
CatBoost,23,"n=50,d=6,lr=0.05",1.0,0.771
CatBoost,23,"n=50,d=6,lr=0.1",1.0,0.768
CatBoost,23,"n=100,d=3,lr=0.05",1.0,0.771
CatBoost,23,"n=100,d=3,lr=0.1",1.0,0.821
CatBoost,23,"n=100,d=6,lr=0.05",1.0,0.796
CatBoost,23,"n=100,d=6,lr=0.1",1.0,0.768
LogReg,24,C=0.1,0.795,0.75
LogReg,24,C=1,0.897,0.743
LogReg,24,C=10,0.974,0.736
MLP,24,"h=(24,),relu",1.0,0.768
MLP,24,"h=(24,),tanh",1.0,0.768
MLP,24,"h=(24, 12),relu",1.0,0.743
MLP,24,"h=(24, 12),tanh",1.0,0.739
SVM,24,"C=1,linear",0.897,0.714
SVM,24,"C=1,rbf",0.872,0.746
SVM,24,"C=10,linear",0.974,0.711
SVM,24,"C=10,rbf",0.974,0.793
DT,24,"d=3,leaf=1",0.974,0.75
DT,24,"d=3,leaf=3",0.897,0.775
DT,24,"d=3,leaf=9",0.846,0.646
DT,24,"d=5,leaf=1",1.0,0.721
DT,24,"d=5,leaf=3",0.897,0.775
DT,24,"d=5,leaf=9",0.846,0.646
DT,24,"d=None,leaf=1",1.0,0.775
DT,24,"d=None,leaf=3",0.897,0.746
DT,24,"d=None,leaf=9",0.846,0.646
RF,24,"n=10,d=3,leaf=1",0.949,0.696
RF,24,"n=10,d=3,leaf=3",0.821,0.696
RF,24,"n=10,d=3,leaf=9",0.744,0.671
RF,24,"n=10,d=5,leaf=1",0.974,0.768
RF,24,"n=10,d=5,leaf=3",0.872,0.696
RF,24,"n=10,d=5,leaf=9",0.821,0.671
RF,24,"n=10,d=None,leaf=1",0.949,0.721
RF,24,"n=10,d=None,leaf=3",0.923,0.664
RF,24,"n=10,d=None,leaf=9",0.744,0.671
RF,24,"n=50,d=3,leaf=1",0.923,0.721
RF,24,"n=50,d=3,leaf=3",0.923,0.721
RF,24,"n=50,d=3,leaf=9",0.795,0.696
RF,24,"n=50,d=5,leaf=1",1.0,0.696
RF,24,"n=50,d=5,leaf=3",0.897,0.696
RF,24,"n=50,d=5,leaf=9",0.795,0.696
RF,24,"n=50,d=None,leaf=1",1.0,0.746
RF,24,"n=50,d=None,leaf=3",0.897,0.696
RF,24,"n=50,d=None,leaf=9",0.795,0.696
RF,24,"n=100,d=3,leaf=1",0.949,0.721
RF,24,"n=100,d=3,leaf=3",0.923,0.721
RF,24,"n=100,d=3,leaf=9",0.795,0.746
RF,24,"n=100,d=5,leaf=1",1.0,0.721
RF,24,"n=100,d=5,leaf=3",0.923,0.721
RF,24,"n=100,d=5,leaf=9",0.769,0.696
RF,24,"n=100,d=None,leaf=1",1.0,0.668
RF,24,"n=100,d=None,leaf=3",0.949,0.721
RF,24,"n=100,d=None,leaf=9",0.821,0.696
XGB,24,"n=10,d=3,lr=0.05",0.718,0.7
XGB,24,"n=10,d=3,lr=0.1",0.949,0.825
XGB,24,"n=10,d=6,lr=0.05",0.718,0.7
XGB,24,"n=10,d=6,lr=0.1",0.949,0.825
XGB,24,"n=50,d=3,lr=0.05",0.923,0.825
XGB,24,"n=50,d=3,lr=0.1",0.923,0.721
XGB,24,"n=50,d=6,lr=0.05",0.923,0.825
XGB,24,"n=50,d=6,lr=0.1",0.923,0.721
XGB,24,"n=100,d=3,lr=0.05",0.923,0.8
XGB,24,"n=100,d=3,lr=0.1",0.974,0.721
XGB,24,"n=100,d=6,lr=0.05",0.923,0.8
XGB,24,"n=100,d=6,lr=0.1",0.974,0.721
CatBoost,24,"n=10,d=3,lr=0.05",0.897,0.721
CatBoost,24,"n=10,d=3,lr=0.1",0.897,0.75
CatBoost,24,"n=10,d=6,lr=0.05",0.974,0.721
CatBoost,24,"n=10,d=6,lr=0.1",0.949,0.746
CatBoost,24,"n=50,d=3,lr=0.05",1.0,0.721
CatBoost,24,"n=50,d=3,lr=0.1",1.0,0.771
CatBoost,24,"n=50,d=6,lr=0.05",1.0,0.771
CatBoost,24,"n=50,d=6,lr=0.1",1.0,0.796
CatBoost,24,"n=100,d=3,lr=0.05",1.0,0.796
CatBoost,24,"n=100,d=3,lr=0.1",1.0,0.768
CatBoost,24,"n=100,d=6,lr=0.05",1.0,0.771
CatBoost,24,"n=100,d=6,lr=0.1",1.0,0.796
LogReg,30,C=0.1,0.795,0.75
LogReg,30,C=1,0.897,0.743
LogReg,30,C=10,0.974,0.736
MLP,30,"h=(30,),relu",1.0,0.768
MLP,30,"h=(30,),tanh",1.0,0.764
MLP,30,"h=(30, 15),relu",1.0,0.793
MLP,30,"h=(30, 15),tanh",1.0,0.739
SVM,30,"C=1,linear",0.897,0.743
SVM,30,"C=1,rbf",0.872,0.721
SVM,30,"C=10,linear",0.974,0.736
SVM,30,"C=10,rbf",1.0,0.793
DT,30,"d=3,leaf=1",0.974,0.718
DT,30,"d=3,leaf=3",0.897,0.746
DT,30,"d=3,leaf=9",0.846,0.646
DT,30,"d=5,leaf=1",1.0,0.746
DT,30,"d=5,leaf=3",0.897,0.775
DT,30,"d=5,leaf=9",0.846,0.646
DT,30,"d=None,leaf=1",1.0,0.693
DT,30,"d=None,leaf=3",0.897,0.696
DT,30,"d=None,leaf=9",0.846,0.596
RF,30,"n=10,d=3,leaf=1",0.897,0.568
RF,30,"n=10,d=3,leaf=3",0.897,0.771
RF,30,"n=10,d=3,leaf=9",0.769,0.696
RF,30,"n=10,d=5,leaf=1",0.974,0.75
RF,30,"n=10,d=5,leaf=3",0.872,0.696
RF,30,"n=10,d=5,leaf=9",0.769,0.725
RF,30,"n=10,d=None,leaf=1",1.0,0.718
RF,30,"n=10,d=None,leaf=3",0.872,0.696
RF,30,"n=10,d=None,leaf=9",0.821,0.671
RF,30,"n=50,d=3,leaf=1",0.949,0.721
RF,30,"n=50,d=3,leaf=3",0.846,0.696
RF,30,"n=50,d=3,leaf=9",0.795,0.721
RF,30,"n=50,d=5,leaf=1",0.974,0.671
RF,30,"n=50,d=5,leaf=3",0.949,0.696
RF,30,"n=50,d=5,leaf=9",0.769,0.775
RF,30,"n=50,d=None,leaf=1",1.0,0.725
RF,30,"n=50,d=None,leaf=3",0.923,0.75
RF,30,"n=50,d=None,leaf=9",0.769,0.746
RF,30,"n=100,d=3,leaf=1",1.0,0.671
RF,30,"n=100,d=3,leaf=3",0.897,0.721
RF,30,"n=100,d=3,leaf=9",0.795,0.671
RF,30,"n=100,d=5,leaf=1",1.0,0.696
RF,30,"n=100,d=5,leaf=3",0.897,0.671
RF,30,"n=100,d=5,leaf=9",0.744,0.721
RF,30,"n=100,d=None,leaf=1",1.0,0.696
RF,30,"n=100,d=None,leaf=3",0.923,0.671
RF,30,"n=100,d=None,leaf=9",0.795,0.721
XGB,30,"n=10,d=3,lr=0.05",0.769,0.7
XGB,30,"n=10,d=3,lr=0.1",0.923,0.8
XGB,30,"n=10,d=6,lr=0.05",0.769,0.7
XGB,30,"n=10,d=6,lr=0.1",0.923,0.8
XGB,30,"n=50,d=3,lr=0.05",0.923,0.825
XGB,30,"n=50,d=3,lr=0.1",0.923,0.721
XGB,30,"n=50,d=6,lr=0.05",0.923,0.825
XGB,30,"n=50,d=6,lr=0.1",0.949,0.721
XGB,30,"n=100,d=3,lr=0.05",0.923,0.8
XGB,30,"n=100,d=3,lr=0.1",1.0,0.696
XGB,30,"n=100,d=6,lr=0.05",0.923,0.8
XGB,30,"n=100,d=6,lr=0.1",0.974,0.696
CatBoost,30,"n=10,d=3,lr=0.05",0.897,0.671
CatBoost,30,"n=10,d=3,lr=0.1",0.923,0.671
CatBoost,30,"n=10,d=6,lr=0.05",0.923,0.8
CatBoost,30,"n=10,d=6,lr=0.1",0.949,0.75
CatBoost,30,"n=50,d=3,lr=0.05",1.0,0.771
CatBoost,30,"n=50,d=3,lr=0.1",1.0,0.746
CatBoost,30,"n=50,d=6,lr=0.05",1.0,0.85
CatBoost,30,"n=50,d=6,lr=0.1",1.0,0.825
CatBoost,30,"n=100,d=3,lr=0.05",1.0,0.771
CatBoost,30,"n=100,d=3,lr=0.1",1.0,0.825
CatBoost,30,"n=100,d=6,lr=0.05",1.0,0.85
CatBoost,30,"n=100,d=6,lr=0.1",1.0,0.85
LogReg,40,C=0.1,0.795,0.775
LogReg,40,C=1,0.897,0.664
LogReg,40,C=10,0.974,0.711
MLP,40,"h=(40,),relu",1.0,0.764
MLP,40,"h=(40,),tanh",1.0,0.686
MLP,40,"h=(40, 20),relu",1.0,0.689
MLP,40,"h=(40, 20),tanh",1.0,0.711
SVM,40,"C=1,linear",0.923,0.714
SVM,40,"C=1,rbf",0.897,0.775
SVM,40,"C=10,linear",0.974,0.636
SVM,40,"C=10,rbf",1.0,0.743
DT,40,"d=3,leaf=1",0.897,0.693
DT,40,"d=3,leaf=3",0.872,0.718
DT,40,"d=3,leaf=9",0.846,0.693
DT,40,"d=5,leaf=1",1.0,0.643
DT,40,"d=5,leaf=3",0.949,0.743
DT,40,"d=5,leaf=9",0.846,0.643
DT,40,"d=None,leaf=1",1.0,0.671
DT,40,"d=None,leaf=3",0.949,0.718
DT,40,"d=None,leaf=9",0.846,0.693
RF,40,"n=10,d=3,leaf=1",0.949,0.85
RF,40,"n=10,d=3,leaf=3",0.923,0.696
RF,40,"n=10,d=3,leaf=9",0.846,0.618
RF,40,"n=10,d=5,leaf=1",0.974,0.668
RF,40,"n=10,d=5,leaf=3",0.949,0.718
RF,40,"n=10,d=5,leaf=9",0.795,0.671
RF,40,"n=10,d=None,leaf=1",0.974,0.746
RF,40,"n=10,d=None,leaf=3",0.923,0.721
RF,40,"n=10,d=None,leaf=9",0.769,0.671
RF,40,"n=50,d=3,leaf=1",0.974,0.671
RF,40,"n=50,d=3,leaf=3",0.949,0.721
RF,40,"n=50,d=3,leaf=9",0.795,0.696
RF,40,"n=50,d=5,leaf=1",1.0,0.671
RF,40,"n=50,d=5,leaf=3",0.949,0.696
RF,40,"n=50,d=5,leaf=9",0.795,0.771
RF,40,"n=50,d=None,leaf=1",1.0,0.7
RF,40,"n=50,d=None,leaf=3",0.949,0.721
RF,40,"n=50,d=None,leaf=9",0.846,0.721
RF,40,"n=100,d=3,leaf=1",0.949,0.671
RF,40,"n=100,d=3,leaf=3",0.923,0.771
RF,40,"n=100,d=3,leaf=9",0.769,0.721
RF,40,"n=100,d=5,leaf=1",1.0,0.743
RF,40,"n=100,d=5,leaf=3",0.949,0.75
RF,40,"n=100,d=5,leaf=9",0.769,0.696
RF,40,"n=100,d=None,leaf=1",1.0,0.721
RF,40,"n=100,d=None,leaf=3",0.923,0.696
RF,40,"n=100,d=None,leaf=9",0.795,0.746
XGB,40,"n=10,d=3,lr=0.05",0.795,0.643
XGB,40,"n=10,d=3,lr=0.1",0.897,0.643
XGB,40,"n=10,d=6,lr=0.05",0.795,0.643
XGB,40,"n=10,d=6,lr=0.1",0.897,0.643
XGB,40,"n=50,d=3,lr=0.05",0.974,0.718
XGB,40,"n=50,d=3,lr=0.1",1.0,0.693
XGB,40,"n=50,d=6,lr=0.05",0.974,0.718
XGB,40,"n=50,d=6,lr=0.1",1.0,0.693
XGB,40,"n=100,d=3,lr=0.05",0.974,0.693
XGB,40,"n=100,d=3,lr=0.1",1.0,0.668
XGB,40,"n=100,d=6,lr=0.05",0.974,0.693
XGB,40,"n=100,d=6,lr=0.1",1.0,0.668
CatBoost,40,"n=10,d=3,lr=0.05",0.923,0.746
CatBoost,40,"n=10,d=3,lr=0.1",0.949,0.746
CatBoost,40,"n=10,d=6,lr=0.05",0.949,0.721
CatBoost,40,"n=10,d=6,lr=0.1",0.974,0.721
CatBoost,40,"n=50,d=3,lr=0.05",1.0,0.775
CatBoost,40,"n=50,d=3,lr=0.1",1.0,0.743
CatBoost,40,"n=50,d=6,lr=0.05",1.0,0.821
CatBoost,40,"n=50,d=6,lr=0.1",1.0,0.771
CatBoost,40,"n=100,d=3,lr=0.05",1.0,0.796
CatBoost,40,"n=100,d=3,lr=0.1",1.0,0.718
CatBoost,40,"n=100,d=6,lr=0.05",1.0,0.743
CatBoost,40,"n=100,d=6,lr=0.1",1.0,0.746
LogReg,50,C=0.1,0.795,0.725
LogReg,50,C=1,0.923,0.661
LogReg,50,C=10,0.974,0.711
MLP,50,"h=(50,),relu",1.0,0.743
MLP,50,"h=(50,),tanh",1.0,0.711
MLP,50,"h=(50, 25),relu",1.0,0.739
MLP,50,"h=(50, 25),tanh",1.0,0.686
SVM,50,"C=1,linear",0.949,0.714
SVM,50,"C=1,rbf",0.872,0.7
SVM,50,"C=10,linear",0.974,0.661
SVM,50,"C=10,rbf",0.974,0.743
DT,50,"d=3,leaf=1",0.897,0.668
DT,50,"d=3,leaf=3",0.872,0.718
DT,50,"d=3,leaf=9",0.846,0.643
DT,50,"d=5,leaf=1",1.0,0.618
DT,50,"d=5,leaf=3",0.949,0.718
DT,50,"d=5,leaf=9",0.846,0.643
DT,50,"d=None,leaf=1",1.0,0.618
DT,50,"d=None,leaf=3",0.949,0.718
DT,50,"d=None,leaf=9",0.846,0.643
RF,50,"n=10,d=3,leaf=1",0.923,0.725
RF,50,"n=10,d=3,leaf=3",0.897,0.696
RF,50,"n=10,d=3,leaf=9",0.744,0.746
RF,50,"n=10,d=5,leaf=1",0.974,0.8
RF,50,"n=10,d=5,leaf=3",0.923,0.721
RF,50,"n=10,d=5,leaf=9",0.795,0.671
RF,50,"n=10,d=None,leaf=1",1.0,0.721
RF,50,"n=10,d=None,leaf=3",0.923,0.718
RF,50,"n=10,d=None,leaf=9",0.795,0.725
RF,50,"n=50,d=3,leaf=1",0.974,0.775
RF,50,"n=50,d=3,leaf=3",0.923,0.75
RF,50,"n=50,d=3,leaf=9",0.795,0.746
RF,50,"n=50,d=5,leaf=1",1.0,0.725
RF,50,"n=50,d=5,leaf=3",0.949,0.721
RF,50,"n=50,d=5,leaf=9",0.795,0.746
RF,50,"n=50,d=None,leaf=1",1.0,0.696
RF,50,"n=50,d=None,leaf=3",0.923,0.696
RF,50,"n=50,d=None,leaf=9",0.795,0.721
RF,50,"n=100,d=3,leaf=1",1.0,0.696
RF,50,"n=100,d=3,leaf=3",0.923,0.696
RF,50,"n=100,d=3,leaf=9",0.795,0.721
RF,50,"n=100,d=5,leaf=1",1.0,0.671
RF,50,"n=100,d=5,leaf=3",0.949,0.696
RF,50,"n=100,d=5,leaf=9",0.821,0.746
RF,50,"n=100,d=None,leaf=1",1.0,0.8
RF,50,"n=100,d=None,leaf=3",0.923,0.75
RF,50,"n=100,d=None,leaf=9",0.795,0.696
XGB,50,"n=10,d=3,lr=0.05",0.795,0.643
XGB,50,"n=10,d=3,lr=0.1",0.897,0.643
XGB,50,"n=10,d=6,lr=0.05",0.795,0.643
XGB,50,"n=10,d=6,lr=0.1",0.897,0.643
XGB,50,"n=50,d=3,lr=0.05",0.974,0.718
XGB,50,"n=50,d=3,lr=0.1",1.0,0.693
XGB,50,"n=50,d=6,lr=0.05",0.974,0.718
XGB,50,"n=50,d=6,lr=0.1",1.0,0.693
XGB,50,"n=100,d=3,lr=0.05",0.974,0.693
XGB,50,"n=100,d=3,lr=0.1",1.0,0.668
XGB,50,"n=100,d=6,lr=0.05",0.974,0.693
XGB,50,"n=100,d=6,lr=0.1",1.0,0.668
CatBoost,50,"n=10,d=3,lr=0.05",0.923,0.771
CatBoost,50,"n=10,d=3,lr=0.1",0.897,0.721
CatBoost,50,"n=10,d=6,lr=0.05",0.974,0.746
CatBoost,50,"n=10,d=6,lr=0.1",1.0,0.746
CatBoost,50,"n=50,d=3,lr=0.05",1.0,0.746
CatBoost,50,"n=50,d=3,lr=0.1",1.0,0.718
CatBoost,50,"n=50,d=6,lr=0.05",1.0,0.768
CatBoost,50,"n=50,d=6,lr=0.1",1.0,0.768
CatBoost,50,"n=100,d=3,lr=0.05",1.0,0.796
CatBoost,50,"n=100,d=3,lr=0.1",1.0,0.693
CatBoost,50,"n=100,d=6,lr=0.05",1.0,0.771
CatBoost,50,"n=100,d=6,lr=0.1",1.0,0.768
